Respondent_Serial,ppincimp,ppeduc,ppeducat,ppage,ppgender,ppethm,PPHHHEAD,PPHHSIZE,PPHOUSE,PPMARIT,PPMSACAT,PPREG4,PPRENT,PPSTATEN,PPT01,PPT1317,PPT18OV,PPT25,PPT612,PPWORK,PPNET,Xspanish,Xprimelan,xhispan,xchicago,q3,q3b_1,q3b_2,q3b_3,q3b_4,q3b_5,q3b_6,q3b_7,q3b_8,q3b_9,q3b_10,q3b_11,q3b_12,q3b_13,q3b_14,q3b_15,q3b_16,q3b_17,q3b_18,q3b_19,q3b_20,q3b_21,q3b_22,q3b_23,q3b_24,q3b_25,q3b_26,q3b_27,q3b_28,q3b_29,q3b_30,q3b_31,q3b_32,q3b_33,q3b_34,q3b_35,q3b_36,q3b_37,q3b_38,q3b_39,q3b_40,Q3B,Q3B_Codes,q5_01,q5_02,q5_03,q5_04,q5_05,q5_06,q5_07,q5_08,q5_09,q5_10,q5_11,q5_12,q5_13,q5_14,q5_15,q5_16,q5_17,q5_18,q5_19,q5_20,q7_01,q7_02,q7_03,q7_04,q7_05,q7_06,q7_07,q7_08,q7_09,q7_10,q7_11,q7_12,q7_13,q7_14,q7_15,q7_16,q8_1,q8_2,q8_3,q8_4,q8_5,q8_6,q10,q20,q20a_1,q20a_2,q20a_3,q20a_4,q20a_5,q20a_6,q20a_7,q20a_8,q20a_9,q20a_10,q20a_11,q20a_12,q20a_13,q20a_14,Q20A_OtherResp,q20b_1,q20b_2,q20b_3,q20b_4,q20b_5,q20b_6,q20b_7,q20b_8,q20b_9,q20b_10,Q20B_OtherResp,q21,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q25_01,q25_02,q25_03,q25_04,q25_05,q25_06,q25_07,q25_08,q25_09,q25_10,q26_01,q26_02,q26_03,q26_04,q26_05,q26_06,q26_07,q26_08,q26_09,q26_10,q30_01,q30_02,q30_03,q30_04,q30_05,q30_06,q30_07,q30_08,q30_09,q30_10,q30_11,q30_12,q30b_01,q30b_02,q30b_03,q30b_04,q30b_05,q30b_06,q30b_07,q30b_08,q30b_09,q30b_10,q30b_11,q30b_12,q30c_01,q30c_02,q30c_03,q30c_04,q30c_05,q30c_06,q30c_07,q30c_08,q30c_09,q30c_10,q30c_11,q30c_12,q35,q40_01,q40_02,q40_03,q40_04,q40_05,q40_06,q40_07,q40_08,q40_09,q40_10,q40_11,q40_12,q270,q45_01,q45_02,q45_03,q45_04,q45_05,q45_06,q45_07,q45_08,q45_09,q45_10,q45_11,q45_12,q45_13,q45_14,q45_15,q45_16,q45_17,q45_18,q45_19,q45_20,q45_21,q45_22,q45_23,q45_24,q45_25,q45_26,q50_1,q50_2,q50_3,q50_4,q50_5,q50_6,q50_7,q50_8,q55_1,q55_2,q55_3,q55_4,q55_5,q55_6,q55_7,q55_8,q385,q60,q120_1,q120_2,q120_3,q120_4,q120_5,q120_6,q120_7,q120_8,q120_9,q125_1,q125_2,q125_3,q125_4,q125_5,q125_6,q125_7,q125_8,q125_9,q140_1,q140_2,q140_3,q140_4,q144,q145,q151_1,q151_2,q151_3,q151_4,q151_5,q151_6,q151_7,q151_8,q190a,q190b,q191,q192_01,q192_02,q192_03,q192_04,q192_05,q192_06,q192_07,q192_08,q192_09,q192_10,q192_11,q192_12,q192_13,q70,q71a,q71b,q175_1,q175_2,q175_3,q175_4,q175_5,q175_6,q200,q210_1,q210_2,q210_3,q210_4,q210_5,q210_6,q210_7,q211_1,q211_2,q211_3,q211_4,q211_5,q211_6,q211_7,q215,q227,q271,q239,q240_1,q240_2,q240_3,q240_4,q505b,q266,q276a_1,q276a_2,q276a_3,q276a_4,q276a_5,q268a_1,Q268a_1_otherResp,q268a_2_01,q268a_2_02,q268a_2_03,q268a_2_04,q268a_2_05,q268a_2_06,q268a_2_07,q268a_2_08,q268a_2_09,q268a_2_10,q268a_2_11,q268a_2_12,q268a_2_13,q268a_2_14,q268a_2_15,q268a_2_16,q268a_2_17,q268a_2_18,q268a_2_19,q268a_2_20,Q268a_2_otherResp,q276b_1,q276b_2,q276b_3,q276b_4,q276b_1_01,q276b_2_02,q276b_2_03,q276b_2_04,q276b_2_05,q276b_2_06,q276b_2_07,q276b_2_08,q276b_2_09,q276b_2_10,q276b_2_11,q276b_2_12,q276b_2_13,q276b_2_14,q276b_2_15,q276b_2_16,q276b_2_17,q276b_2_18,q276b_2_19,q276b_2_20,q276b_2_21,q276c_1,q276c_2,q276c_3,q276c_4,q276c_2_1,q276c_2_2,q276c_2_3,q276c_2_4,q276c1,q276c_2_01,q276c_2_02,q276c_2_03,q276c_2_04,q276c_2_05,q276c_2_06,q276c_2_07,q276c_2_08,q276c_2_09,q276c_2_10,q276c_2_11,q276c_2_12,q276c_2_13,q276c_2_14,q276c_2_15,q276c_2_16,q230,q275,q276_1,q276_2,q276_3,q276_4,q276_5,q276_6,q276_7,q310,q320_1,q320_2,q320_3,q320_4,q320_5,q320_6,q320_7,q355,q455_1,q455_2,q455_3,q455_4,Q336,q337,q340,q350,q356,Q337_1,Q337_2,Q337_3,Q337_4,Q337_5,Q337_6,Q337_7,Q337_8,Q337_9,Q337_10,Q337_11,Q337_12,Q337_13,Q337_14,Q337_15,Q337_16,Q337_17,Q337_18,Q337_19,Q337a1,q355_n,q374_1,q374_2,q374_3,q374_4,q373a,q373b,q376,q1005,q1010,q1015,q1020,q1025,PID7,q1030,q1035,q1040,q1075,q1045,q1046,weight1,weight2,QF1,QF1_Codes,filter_$,ppinc5,ppagecat4,q1010B
1872,16,12,4,31,2,1,1,4,1,1,1,3,1,74,1,0,2,1,0,7,1,1,5,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,3,1, ,1, ,1, , ,2, , ,2, ,2, ,2, ,2, ,2,2,1, ,1, ,1, , , , , , ,2,2,2,3,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,2,1,3,4,4,2,4,1,4,3,3,2,1,3,1,1,3, , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,1,1,2,1,1,1,2,2, , , , , , , , , , , , ,3,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,-1,-1, ,-1,-1,-1, , , ,-1,-1,-1, , ,-1, ,-1, ,-1,-1,-1,-1, , , ,8,5,8,4,4,8,5,3,8,5,8,4,4,8,5,5,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,7,8,6,4,6,6,7,6,1,1,1,1,3,1,2,2,2, ,2,2,2,2,3, ,1,1,2,2,2,2,1,2,2,2,2,2,-1,1,1, ,-1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,3,1,1,1,3,2,-1,2,1,3,-1,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,-1,-1,-1,1,1,-1,-1,2,2,3,3,2,2,2,3,1,2,2,2,2,1,1,3,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,I do not know enought to make a comment,1,1,1,1,2, ,1,1,4,2, ,2, ,6,2,1,1,2,1,1,.6359,.5702, ,-1,0,5,2,2
1875,17,12,4,55,1,1,1,3,1,1,1,4,1,93,0,0,3,0,0,1,1,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Some nations are being unduly influenced or threatened by large nations, ,1,1,2, ,-1, ,3, , , ,2, ,2, , ,1, , , ,1,1, ,1,2,2,3, , , , ,1, , , ,2, ,2,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,1,1,2,1,1,2,3, , , , , , , , , , ,50,20,10,0,0,5,5,5,5,0, , , , , , , , , , , , ,1,2,1,1,2,2,1,2,2,2,2,2, , , , , , , , , , , , ,2,2,2,1,2,2,2,2,2,1,1,2,-1,2, , ,60, ,100,40, ,50,40, ,50,10,30,30, ,40, , ,0,60,30, , ,80, ,100,10,3,5,8,5,7,4,-1,10,2,5,9,6,6,4,-1,1,2,6,7,6,7,8,7,2,3,5,9,9,9,2,4,5,2,7,4,1,1,2,1,1,1,3,1,1, ,2,3,2,2,3, ,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1, ,1,2,2,2,2,1,2,2,3,2,3,2,4,3,1,3,4,1,4,2,4,3,2,2,1,1,4,3,1,2,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,1,1,1,1,2,1,2,3,1,3,2,2,1,1,1,2,2,1,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,US is less dependent on middle east oil.  
we need allies in Asia.,1,1,1,1,2, ,1,1,2,2, ,1, ,7,2,1,6,6,2,1,1.0351,.9283, ,-1,0,5,3,2
1876,11,8,1,42,1,4,1,5,1,1,1,4,1,93,0,1,3,0,1,1,0,2,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yo, no pienso que sea mejor es mucho mejor dejar las cosas como estan a nadie le gusta que se metan en sus asuntos personales, es lo mismo con los otros paises.", , ,1, , ,3, , ,3, , , , ,2,1,3,3, ,3,2, ,2,2, ,2, , , ,3, ,3, ,2, , ,3, ,2,2,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,1,3,3,1,4,1,4,1,3,3,2,2,1,3,3,2,2, , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,2,2,1,1,1,2,1,2, , , , , , , , , , , , ,3,1,1,1,1,1,1,2,2,2,2,1,1,3,70, ,100,100,100,70, ,70, , ,70,70, , ,70, , , ,50,70, ,70,70, ,70,100,10,10,10,5,2,5,5,5,7,10,10,7,5,5,6,7,1,4,-1,8,8,5,2,2,2,2,6,0,7,10,5,4,0,0,2,8,1,1,1,2,2,1,2,2, ,2,2,2,2,2, ,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1, ,4,2,2,2,2,2,2,2,3,1,3,3,3,3,3,4,1,4,4,4,4,4,2,2,2,2,3,1,2,3,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,1,1,1,3,3,1,1,3,1,1,3,1,2,1,2,2,1,3,2,2,3, , , , , , , , , , , , , , , , , , , , ,2,1,2,2,2, ,1,1,6,3, , ,3,4,2,2,1,1,3,2,2.0914,3.3303,las participasiones de E.U.en otros paises siempre van a costar dinero a costas del pueblo mismo lo cual ya se esta sintiendo mas que hace diez anos atras., ,1,3,2,3
1877,14,5,1,48,1,4,1,5,1,1,1,4,1,93,0,0,3,0,2,1,1,2,3,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1, , ,1, , , ,2,2,2, , , , ,2,2, , ,1,1, , , , , , ,1, ,1,1,2,2,2,1,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,1,1,2,1,4,1,1,1,1,1,2,2,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2, , ,90,50,50,60, ,80, ,30,50,30, , ,60,30, ,30,40, , ,40, , ,20,50,10,10,8,6,4,8,7,5,10,10,9,8,6,10,7,5,1,2,10,8,9,8,8,7,4,5,8,10,8,8,6,5,5,3,5,6,1,1,1,1,1,1,3,2,3, ,3,2,2,3,1, ,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,3,1,1,1,3,2,1,2,1,2, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,3,2,2,1,2,1,1,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,2,1,1,1,2, ,3,2,5,3, , ,2,5,2,1,1,5,2,1,2.4042,3.8284, ,-1,1,4,3,3
1878,18,10,3,68,1,1,1,2,1,1,1,3,1,74,0,0,2,0,0,1,1,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stability in the world, , ,1, , , ,1, ,2,3, , ,2, , ,2, ,2,2, ,1, , ,1,1,1,2, ,1, , , ,2,2, , , ,4,1,3,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,1,2,3,1,1,1,1, , , , , , , , , , ,20,30,10,2,2,5,20,5,1,5, , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,1,1,1,1,1,2,1,1,3,1,2,1,2,2,1,2,2,2,2,1,1,1, , ,85,100,100,50,25, , , ,100,10,25, ,85, ,10, , ,100, ,35,25,85,0, ,8,10,5,10,8,5,2,6,5,8,5,10,6,5,2,8,1,1,4,8,10,6,5,8,0,2,8,10,10,10,0,2,0,2,2,10,2,2,1,1,2,2,4,3,3, ,4,4,4,4,3, ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3, ,2,2,2,2,2,2,3,3,1,3,4,4,4,1,2,1,1,2,2,2,1,2,1,1,2,4,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,2,1,2,1,4,1,1,2,1,1,4,1,1,1,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,china is our greatest threat,1,1,2,2,2,1, ,1,6,1,2, , ,2,1,1,1,4,2,1,.5045,.4524, ,-1,0,5,4,1
1879,14,9,2,75,2,1,1,3,1,1,0,2,1,32,0,0,3,0,0,1,1,1,5,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Some foreign countries are struggling with destructive outside influences on local conditions in their countries.  The U.S. can try to at least offer some stabilizing advice through our diplomatic corps. The world is getting to small not to take an active part., , , ,2,1,1, , ,2, , , , , ,1, ,1,2,1, ,2, , , ,2,1, ,2, , ,1, ,1,1, , ,3,1,1,2,2,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,1,1,3,1,1,4,4,1,3,3,2,2,1,3,2,1,1, , , , , , , , , , ,1,2,1,1,2,1,2,1,2,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , ,3,1,2,1,1,1,1,1,2,2,2,1,1,3,50,55,85, ,90,45, ,60, ,55,60,30, , , ,45,50, , ,55,50, ,40,50, , ,8,7,7,8,7,8,6,7,9,7,8,9,7,9,6,7,1,2,5,7,9,6,6,7,5,7,7,5,7,8,4,3,3,0,7,7,1,1,1,1,4,1,3,1, ,2,3,2,2,3, ,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,3,3, ,2,1,1,2,1,1,2,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,2,2,1,3,1,2,2,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,1,2,1,1,1,1,1,2,1,3,2,2,3,2,2,2,2,1,2,2,3,3,3,1,2, , , , , , , , , , , , , , , , , , , , ,1,1,2,1,2, ,2,2,3,2, ,1, ,7,2,1,1,2,1,1,.5438,.4877, ,-1,0,4,4,2
1880,15,12,4,31,2,4,1,2,1,1,1,1,1,22,0,0,2,0,0,2,1,1,1,8,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,2, , , ,2, ,2,1, ,1,1,2,1,2, ,1,2, , , ,2, , ,1, , ,1, ,2,2,2,2,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,2,1,2,1,4,2,4, , , , , , , , , , ,10,10,10,10,10,10,10,10,10,10, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,-1, ,-1, ,-1,-1,-1, , , ,-1,-1,-1, , ,-1, ,-1, ,-1,-1,-1,-1,-1, , ,9,9,9,9,8,8,9,8,9,8,9,9,9,9,8,8,1,2,6,7,6,5,8,7,4,4,6,8,8,7,6,6,6,2,8,6,1,2,1,2,2,1,-1,-1, ,-1,-1,-1,-1,-1, ,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1, ,1,1,1,1,1,1,-1,3,1,1,3,3,3,1,4,4,4,4,4,4,4,3,2,2,2,3,2,2,3,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,1,2,1,1,2,2,3,2,3,3,1,3,2,3,1,-1,-1,-1,-1,1,3,3,1,2, , , , , , , , , , , , , , , , , , , , ,2,1,1,2,2, ,2,1,1,3, , ,3,4,2,1,6,6,3,1,.2029,.3231, ,-1,1,4,2,3
1881,5,9,2,36,1,4,1,1,3,3,1,4,2,86,0,0,1,0,0,2,0,2,3,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en ei punto de vista tengo en mente como hacer trabajos en el extranjero para bien de la comunidad, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, , , , ,1,1,3,1, ,2,1, , , , ,1, , ,2,2,2,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,1,1,2,2,3,2,2, , , , , , , , , , ,20,10,10,5,15,10,10,10,5,5,2,1,1,1,1,1,2,1,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,1,2,1,2,1,1,1,1,3, , ,100, ,10,0,0,20,60,0,0,0,0,0, , , , , , ,0, ,0,0,0, ,10,4,3,9,-1,10,3,7,10,8,8,9,5,10,7,7,1,3,10,9,9,8,8,8,8,4,8,9,7,8,4,7,4,5,5,6,1,1,1,1,3,2,1,3, ,1,3,1,1,1,4, ,1,1,2,1,1,-1,1,1,1,1,1,1,1,1,2, ,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,2,1,1,1,1,3,1,2,1,1,2,2,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,2,1,-1,4,2,1,2,1,2,1,2,1,1,1,2,1,3, , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1, ,1,2,1,3, , ,3,4,2,2,1,2,3,1,.571,.9092,no, ,0,1,2,3
1883,6,9,2,54,1,1,1,2,1,6,0,2,1,46,0,0,2,0,0,1,0,1,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,-1,2, , , , , , , , ,2,2, ,2,2, ,2, ,2,2,2,1, , ,1, ,2, , ,1, ,1, , ,2, ,2,2,3,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,3,1, , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,1,1,2,1,2,1,1,1,1,1,1,1,1,1, ,50,20, ,50,50,0,50,30, ,50,30,50, ,50,0,20, , ,40, ,50, , , , ,8,4,7,8,-1,5,3,8,4,8,7,2,5,-1,3,6,2,1,9,8,7,5,4,6,2,3,-1,-1,9,2,7,8,3,6,5,4,1,1,2,1,3,1,2,2, ,2,2,2,2,2, ,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,1,2,1,2,1,1,2,4,2,3,3,2,3,3,2,2,2,3,2,3,3,2,2,1,1,1,3,2,2,3,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,6, , , , , , , , , , , , , , , , ,3,1,1,2,2,1,1,2,1,3,3,3,3,3,2,3,3,1,2,1,1,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,undecided,-1,-1,-1,-1,-1,-1, ,-1,-1,2, ,2, ,6,-1,2,1,1,3,1,1.8443,1.654, ,-1,1,1,3,2
1884,15,12,4,38,2,1,1,5,1,6,1,2,2,47,0,0,2,3,0,1,1,1,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"I don't. Stay out. Feed and take care of our vets here. Our homeless, our middle class. Stay out of world affairs.", ,2, , ,1, ,2, , , ,2,1, ,1,1, ,1,1, , , ,2, ,2,2, , , , ,2, ,1, ,1, , ,2,2,2,2,2,2,2,2,3, , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0, ,1,4,4,4,4,4,4, , , , , , , , , , ,25,10,10,0,0,20,10,10,10,5,2,2,2,1,2,2,2,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,1,2,1,2,2,1,-1,1,2,2, , ,50, ,50,50, , , ,50,50,50, ,50,50,50, , ,50,50,50,50, ,50,50, ,8,5,8,7,5,7,5,5,8,6,8,7,5,7,6,5,1,1,3,9,5,9,9,7,5,5,5,8,2,8,0,0,0,4,2,2,1,1,1,1,2,1,3,3,3, ,3,3,3,3,1, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,3,2,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,2,2,2,2,2,2,3,2,1,2,1,2,4,1,1,1,1,1,1,2,1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,?,2,2,2,2,2, ,1,2,2,2, ,1, ,7,2,1,1,5,1,1,1.1877,1.0652, ,-1,1,4,2,2
1885,15,9,2,58,2,1,1,2,1,1,1,1,1,22,0,0,2,0,0,1,1,1,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,We have to always be aware of what's happening & be ready to protect our country, , ,1, ,2, ,1, ,2,1, ,1, ,2, , , , ,2, ,2,2, , ,1, ,2,1, , , ,1, ,1, , ,1,1,1,1,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,1,1,2,1,4,2,2,1,1,1,2,2,1,1,1,1,1, , , , , , , , , , ,2,2,2,1,1,1,2,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,2,2,2,1,2,1,1,2,2,1,1,40,40,40,40,100,40,40, ,40, ,40,0, , , ,30, ,50, , ,40,30, , ,30, ,8,6,6,5,4,7,4,5,8,6,6,6,4,7,4,4,2,1,4,9,7,5,6,5,4,5,6,9,7,9,6,4,4,4,7,7,1,1,1,1,3,2,2,2,2, ,2,2,2,2,1, ,1,2,1,2,1,1,1,2,1,1,2,2,2,1,1, ,2,2,2,2,2,2,2,2,3,3,3,4,4,4,3,3,3,4,4,4,4,3,1,2,2,1,4,3,1,1,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,1,2,1,1,1,1,1,2,2,2,1,2,2,1,4,2,2,1,2,1,3,1,3,1,1, , , , , , , , , , , , , , , , , , , , ,1,1,1,1,2,2, ,1,4,3, , ,3,4,2,1,5,5,1,2,2.1811,1.956, ,-1,0,4,3,3
1886,12,13,4,55,2,1,1,1,1,5,1,3,1,64,0,0,1,0,0,1,1,1,5,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3, , , , ,3,2, ,1, ,2, , , ,1,3,1, , , , , ,1,3,2, , ,2, ,2, ,1, ,2,2,1,2,2,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,1,1,2,1,4,3,3, , , , , , , , , , ,30,10,10,0,5,20,10,5,5,5,2,2,2,2,2,1,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,1,2,1,1,2,2,2,2,2,3,80,100,90,100,100,100,80, ,100,100,100,100, ,80, , , , , ,100, ,100,100, , , ,10,8,6,8,4,10,6,8,10,8,6,8,5,10,6,6,1,1,9,8,8,9,7,8,3,8,9,7,8,10,9,5,8,4,9,10,2,2,2,1,3,1,2,2, ,2,2,2,2,2,3, ,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2, ,2,1,1,1,1,1,1,2,4,4,3,3,4,3,4,4,4,-1,4,3,4,4,1,2,1,1,2,2,2,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,-1, , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,2,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , ,-1,-1,-1,-1,-1, ,1,-1,4,3, , ,1,3,2,1,1,3,2,1,.5146,.4615, ,-1,0,3,3,3
