weight,Respondent_Serial,PPAGE,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,PPRENT,PPSTATEN,PPT01,PPT1317,PPT18OV,PPT25,PPT612,PPWORK,PPNET,AGEGROUP,Q2_NEW_A,Q2_NEW_B,Q2_NEW_C,Q2_NEW_D,Q3_1,Q3,Q5_NEW_A,Q5_NEW_B,Q5_NEW_C,Q5_NEW_D,Q5_NEW_E,Q5_NEW_F,Q5_NEW_G,Q5_NEW_H,Q5_NEW_I,Q5_NEW_J,Q5_NEW_K,Q5_NEW_L,Q5_NEW_M,Q5_NEW_N,Q5_NEW_O,Q5_NEW_P,Q5_NEW_Q,Q5_NEW_R,Q5_NEW_S,Q5_NEW_T,Q6_NEW_A,Q6_NEW_B,Q6_NEW_C,Q6_NEW_D,Q6_NEW_E,Q6_NEW_F,Q6_NEW_G,Q6_NEW_H,Q6_NEW_I,Q6_NEW_J,Q6_NEW_K,Q6_NEW_L,Q6_NEW_M,Q6_NEW_N,Q6_NEW_O,Q6_NEW_P,Q6_NEW_Q,Q6_NEW_R,Q6_NEW_S,Q6_NEW_T,Q7_A,Q7_B,Q7_C,Q7_D,Q7_E,Q7_F,Q7_G,Q7_H,Q7_I,Q7_J,Q7_K,Q7_L,Q7_M,Q7_N,Q8_A,Q8_B,Q8_C,Q8_D,Q8_E,Q8_F,Q8_G,Q8_H,Q8_I,Q8_J,Q8_K,Q8_L,Q20_NEW_A,Q20_NEW_B,Q20_NEW_C,Q20_NEW_D,Q20_NEW_E,Q20_NEW_F,Q20_NEW_G,Q11_NEW,Q12_NEW_A,Q12_NEW_B,Q12_NEW_C,Q12_NEW_E,Q12_NEW_F,Q12_NEW_D,Q12_NEW_G,Dov_Q16_split_01,Dov_Q16_split_02,Q16_NEW_A,Q16_NEW_B,Q16_NEW_C,Q16_NEW_D,Q16_NEW_E,Q490_A,Q490_B,Q490_C,Q490_D,Q490_E,Q30_A,Q30_B,Q30_C,Q30_D,Q30_E,Q30_F,Q30_G,Q30_H,Q30_I,Q30_J,QNQ30B_A,QNQ30B_B,QNQ30B_C,QNQ30B_D,QNQ30B_E,QNQ30B_F,QNQ30B_G,QNQ30B_H,QNQ30B_I,QNQ30B_J,QNQ30D_A,QNQ30D_B,QNQ30D_C,QNQ30D_D,QNQ30D_E,QNQ30D_F,QNQ30D_G,QNQ30D_H,QNQ30D_I,QNQ30D_J,Q250,Q250_New_A,Q250_New_B,Q250_New_C,Q250_New_D,Q250_New_E,Q15_NEW_A,Q15_NEW_B,Q15_NEW_C,Q15_NEW_D,Q15_NEW_E,Q75_A,Q75_B,Q75_C,Q75_D,Q75_E,Q75_F,Q75_G,Q80NEW_A,Q80NEW_B,Q80NEW_C,Q80NEW_D,Q80NEW_E,Q80NEW_F,Q80NEW_G,Q71a,Q85_A,Q85_B,Q85_C,Q85_D,Q85_E,Q85_F,Q85_G,Q85_H,Q85_I,Q85_J,Q85_K,Q85_L,Q85_M,Q85_N,Q85_O,QDOV_SPLIT_Q405_01,QDOV_SPLIT_Q405_02,POV_SPLIT_Q405_01,POV_SPLIT_Q405_02,Q405,Q405A,Q405B,Q244_NEW,QDOV_SPLIT_Q245_01,QDOV_SPLIT_Q245_02,Q245B_A,Q245B_B,Q245B_C,Q245B_D,Q245B_E,Q245B_F,Q245B_G,Q325A_A,Q325A_B,Q325A_C,Q325A_D,Q325A_E,Q325A_F,Q326_A,Q326_B,Q326_C,Q326_D,Q326_E,Q326_F,Q238,Q239,QN240A_A,QN240A_B,QN240A_C,QN240A_D,QN240A_E,QN240A_F,Q245A_A,Q245A_B,Q245A_C,Q245A_D,Q245A_E,Q245A_F,Q230,QDOV_SPLIT_Q700_01,QDOV_SPLIT_Q700_02,QDOV_INSERT_01,QDOV_INSERT_02,Q700A,Q700B,Q700,QN16,Q280,Q276_A,Q276_B,Q276_C,Q276_D,Q276_E,Q276_F,Q276_G,Q276_H,Q278_A,Q278_B,Q278_C,Q278_D,Q278_E,Q278_F,Q278_G,Q278_H,Q285,Q269,Q310,Q300,Q295,Q356,QN56_A,QN56_B,QN56_C,QN56_D,QN56_E,Q325B_A,Q325B_B,Q325B_C,Q325B_D,Q325B_E,Q324_A,Q324_B,Q324_C,Q324_D,Q324_E,Q324_F,Q324_G,Q324_H,Q450_A,Q450_B,Q450_C,Q450_D,QDOV_SPLIT_Q330_01,QDOV_SPLIT_Q330_02,QDOV_SPLIT_Q330_03,QDOV_INSERT_Q330_01,QDOV_INSERT_Q330_02,QDOV_INSERT_Q330_03,Q330A,Q330B,Q330C,Q330,Q331A_A,Q331A_B,Q331A_C,Q331A_D,Q331A_E,Q331B_A,Q331B_B,Q331B_C,Q331B_D,Q331B_E,Q331B_F,Q332,Q332_05_OS,QDOV_SPLIT_Q333_01,QDOV_SPLIT_Q333_02,QDOV_INSERT_Q333_01,QDOV_INSERT_Q333_02,Q333A,Q333B,Q333,Q27,Q364,Q374_A,Q374_B,Q374_C,Q374_D,Q374_E,Q374_F,Q1005,Q1010,Q1015,Q1020,Q1025,Q1040,Q1050,Q1055,Q1010B,PID7
.7355,2199,57,10,3,1,1,1,4,1,16,1,1,3,1,59,0,0,3,0,1,1,1,6, ,1, ,1,4,1,2,1, ,3, ,1, , ,2,2, , , ,1,2, ,1, ,3, ,3,3, ,3, ,4, , ,4,4, , , ,3,3, ,3, ,2, ,1, ,1, , , ,1,2,2,2, , , ,1,4,1,2,4,1,2,3,2,3,3,3,1,1,2,3,1,2,2,2,1,1,4,4,2,-1,1,4,1,0,2,2,1,1,1,3,2,1,2,2, , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, ,1,1,2,2,1, , , , , , , , , , , , , , , , , , , ,4,3,2,1,2,2,2,1, ,2, ,1,1,2, ,4,0,1,0,1,2, ,2,2,0,1,4,3,3,3,4,2,4, , , , , , ,2,2,1,2,3,3,2,4,4,4,1,1,1,1, , , , , , , ,1,0,0,1, ,2,2,2, ,1,1, ,1,1,1,1,1,2,1, ,2,2,2,1,2, ,1, , , ,3,2,2,2,1,2,2,2,2,3,3,2,3,1,1,2,2,2,3,1,1,1,1,0,1,0,0,1,0, ,1, ,1,1,1,1,2,3, , , , , , ,1, ,1,0,1,0,1, ,1,2,1, , , , , , ,5,1,1, , ,1,1,1,1,1
.6022,2200,72,14,4,1,1,1,2,1,14,1,1,3,1,58,0,0,2,0,0,5,1,7, ,1, ,1,4,1,1, ,1, , ,2, , ,2, , ,2, ,1, ,2, ,2,3,3,2, ,3, , ,2, , ,2, , ,2, ,2, ,2, ,3,3,3,1,2, , ,1,1, , ,1, ,2, , ,2,3,2,1,2,1,2,3,2,3,2,1,2,1,2,2,1,1,2,2,2,1,1,1,1,2,2,3,1,0,1,2,2,2,1,2,2,2,2,2, , , , , , , , , , ,1,2,2,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , , , , , , ,3,2,1,2,1,2,3, ,3,3, ,1,2,2, ,3,1,0,1,0,2,2, ,1,0,1,2,2,2,2,3,2,3, , , , , , ,2,2,1,1,1,2,1,2,2,2,1,1,2,2, , , , , , , ,0,1,1,0,2, ,2,3, ,1,1, ,1,1,1,1,2,1,2, ,1,1,2,2,3,3, , , ,3,3,1,1,1,1,1,1,1,1,2,2,1,2,3,2,2,3,2,2,1,1,1,1,0,1,0,0,1,0, ,1, ,1,2,1,2,2,1, , , , , , ,3, ,0,1,0,1, ,2,2, ,2, , , , , , ,3,3, , ,2,1,1,1,3,5
1.2357,2203,28,11,3,1,1,1,4,3,16,1,1,3,2,74,0,0,4,0,0,1,1,3, ,2, ,2,4,2, , ,1, ,1,1, ,1, ,2, ,2, , , ,1,1,3,2, , , ,4, ,4,3, ,3, ,3, ,3, , , ,4,3,3,2, , ,1, , ,1, ,1, ,2,1,2, ,1, ,3,2,2,2,2,2,2,3,3,2,3,1,2,1,3,2,1,2,2,2,1,1,1,1,1,1,1,0,1, , , , , ,2,2,3,3,1,2,2,2,1,2,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,2,1,2,2,1, , , , , , , , , , , , , , ,2,2,1,2,2,1,1,1, , ,1,3,2,1,1, ,1,0,1,0,4,4, ,1,1,0, , , , , , , ,1,4,2,3,3,4,3,3,2,2,3,1,2,3, , , , , , ,2,3,3,2,2,2, ,0,1,1,0,2, ,2,2, ,2,1,1, ,1,2,2,1,2,3,2, ,2,2,2,1, ,2, , , ,3,3,2,2,2,1, , , , , ,2,2,3,2,3,2,3,3,3,2,3,2,0,0,1,0,0,1, , ,2,2, ,1,2,3,2, , , , , , ,1, ,0,1,0,1, ,3,3,2,2,1,2,2,2,2,1,4,1,2, , ,1,1,2,1,2
.7875,2204,55,9,2,1,1,1,2,1,16,3,1,3,1,54,0,0,2,0,0,2,1,6, ,2, ,2,4,1, , ,2, ,2, ,2, ,2, ,2, ,3, , , ,2,2,2,2, , ,1, ,1, ,2, ,1, ,1, ,1, , , ,1,1,2,1,3, , , , , ,2, ,2,2,1,1,2, ,1,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,1,0,1,1,2,2,2,2,2,3,2,2,1,2,1,1,2,2,1,2,2,1, , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,2, , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2, ,4,2, ,1,2,2,2, ,1,0,1,0,1,1, ,1,1,0, , , , , , , ,2,3,2,2,2,3,2,2,2,1,1,2,1,2, , , , , , ,2,2,2,3,2,2, ,0,1,1,0,1, ,1,2, ,2,2,2, ,2,2,2,2,3,3,3, ,3,3,3,3,3, , , , ,3,2,2,1,1,2, , , , , ,2,2,2,2,2,2,2,2,1,2,2,2,1,0,0,1,0,0,2, , ,2,2,2,2,2,2, , , , , , ,3, ,0,1,0,1, ,3,3,2,2,2,1,2,2,2,2,2,2, ,2, ,5,1,1,2,6
.7513,2205,77,11,3,1,2,1,2,1,16,1,1,1,1,16,0,0,2,0,0,5,1,8, ,1, ,1,4,1,2, ,2,1,1,1, , ,2, ,2, , ,1,3, ,2, , , ,3, ,2,3,2,2, , ,2, ,3, , ,2,3, ,3, , , , , ,2,1, , , ,2,1, ,1, ,1,1,4,2,3,1,2,3,2,2,2,2,3,2,1,2,3,1,1,2,2,2,2,2,2,3,3,2,3,1,0,1,1,1,2,3,3,3,1,3,3,-1,2,1,1,1,2,1,2,1,-1, , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,2,1,1, ,1, ,1,2,2,2, ,1,0,1,0,1,1, ,1,0,1,1,2,1,1,1,1,3, , , , , , ,2,2,1,2,2,2,2,3, , , , , , , , , , , , , ,1,0,0,1, ,1,1,1, ,1,1, ,1,1,1,1,1,3,1, ,3,2,3,3,2,3, , , ,3,4,2,1,2,1,2,2,1,2,3,2,3,2,4,2,4,4,4,4,1,1,1,1,1,0,0,1,0,0,1, , ,1,2,1,3,3,1, , , , , , ,1, ,0,1,0,1, ,3,3, ,2,2,1,2,2,2,2,2,2, ,1, ,2,1,1,2,7
.59,2206,70,10,3,1,2,1,2,2,19,6,1,4,1,93,0,0,2,0,0,5,1,7, ,1, ,1,4,1, ,1, ,1,1,1,1, ,2, ,2,1, , , , , ,2, ,2, ,2, ,2,2,2,2, ,2, ,2,2, , , , , ,2, ,2, ,1,2,1,2, ,1, , ,2,1, , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,4,1,2,1,2,4,2,4,1,2,1,0,1,1,1,2,3,1,1,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , , , , , , ,1,1,1,2,2,2,2,1, , ,3,1,2,1,3, ,1,0,1,0,1,1, ,1,0,1,2,2,2,2,2,2,2,1,2,2,2,2,3,3,1,1,2,1,1,1,2, , , , , , , , , , , , , ,1,0,0,1, ,1,1,3, ,1,1, ,1,1,1,2,1,2,2, ,2,2,2,2,2,3, , , ,3,3,2,1,2,1,1, , , , , ,2,2,2,2,3,3,3,2,1,1,1,1,1,0,0,1,0,0,1, , ,1,1,1,2,1,1, , , , , , ,1, ,0,1,0,1, ,2,2, ,1,2,1,1,1,2,2,2,2, ,1, ,6,1,1,2,7
.9216,2207,80,8,1,1,1,1,2,1,11,1,1,2,1,32,0,0,2,0,0,5,1,8, ,3, ,3,4,2,2, ,1,3,2,3, , , , ,2, , ,2, ,2, ,2, ,3,2, ,2,2,2,2, , , , ,2, , ,2, ,2, ,2, ,2, ,2,1,2, ,2,2,2, , , , , ,2,2,2,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,2,2,2,2,2,2,3,2,3,1,0,3,3,3,3,3,2,3,2,3,3, , , , , , , , , , ,2,2,1,2,2,2,2,2,1,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,3,2,2,2,1,2,2, ,2, ,2,2,3,2, ,2,0,1,0,1,1, ,1,1,1,0, , , , , , , , , , , , , ,3,1,2,3,2,1,1,3, , , , , , ,3,3,2,4,4,3, ,0,1,1,0,2, ,2,2, ,2,2,2, ,2,2,2,1,3,3,4, ,3,3,3,2, ,1, , ,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,1,2,3,3,3,3,0,1,0,0,1,0, ,3, ,3, , , , , ,3,3,3,3,3,2,4, ,0,1,0,1, ,3,3, ,2,1,1,1,1,1,1,5,1,2, , ,1,2,3,1,2
.6621,2208,58,13,4,1,2,1,1,3,14,5,1,3,2,52,0,0,1,0,0,1,1,6, ,1, ,1,4,1,1,2, , , ,2,1, ,1,2, , ,1,1, , ,2, , ,2,2,2, , , ,1,3, ,2,2, , ,2,2, , ,2, , ,2, ,2, , , , ,1,1,1,2,1,1, , ,3,2,2,2,2,2,3,2,3,2,1,3,1,1,1,1,2,2,1,2,2,3,3,2,2,2,2,0,1, , , , , ,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,1,1,1,2,1,1,1,2,1,1, ,1,1,2,1,1,1,1,1,2,2, , , , , , , , , , , , , , ,4,2,1,2,1,2,1, ,2,1, ,1,2,1,2, ,0,1,0,1,1, ,1,1,0,1,2,2,2,2,2,2,3, , , , , , ,1,1,1,1,1,1,1,2, , , , , , , , , , , , , ,0,1,1,0,1, ,1,2, ,1,2, ,2,2,1,1,1,2,2, ,3,3,2,2,2, ,1, , ,3,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,2,1,0,0,1,0,0,1, , ,3,3, , , , , ,1,2,1,2,1,2,2, ,1,0,1,0,2, ,2, ,2,2,1,1,2,2,2,3,2, ,1, ,6,1,1,2,7
1.1096,2210,67,10,3,2,2,1,2,3,10,6,1,1,2,21,0,0,2,0,0,5,1,7, ,2, ,2,4,1,1,1, , , , , ,1,1,2,1, , ,1, , , ,1,1,2,2,3, , , , , ,2,3,2,2, , ,2, , , ,2,2,2,1, , ,2,1,2,1, , , ,2, ,2, ,2,3,3,3,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2,2,3,3,2,3,2,2,0,1, , , , , ,3,3,2,2,3,2,2,1,1,1,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,2,1,2,2,3,3, , , , , , , , , , , , , , ,3,2,1,1,2,1,2, ,1,1, ,1,3,1,1, ,0,1,0,1,4, ,4,1,0,1,3,2,2,3,2,2,4,2,3,3,3,3,3,1,1,1,1,1,1,2,4, , , , , , , , , , , , , ,1,0,0,1, ,1,1,3, ,1,1,1, ,1,1,1,1,1,1,1, ,2,2,2,2,3, , , ,3,3,3,2,3,3,2, , , , , ,1,2,2,1,1,3,2,2,1,1,1,1,0,0,1,0,0,1, , ,2,2, ,2,3,3,4, , , , , , ,3, ,1,0,1,0,3, ,3, ,2,2,1,1,1,1,1,3,1,2, , ,1,1,1,1,2
.8374,2211,57,14,4,1,1,1,2,1,19,1,1,1,1,21,0,0,2,0,0,1,1,6, ,2, ,1,4,1,2, , , , ,2,1,2,2,2, ,2, ,2,2,1, , , , ,2, , , , ,2,2,2,2,2, ,2, ,1,2,2, , , , , ,2,2,1,2,2,2, , , , , , ,1,3,2,3,2,2,2,2,3,2,3,3,2,1,1,2,1,2,2,2,2,2,2,3,2,2,3,2,1,0,1,1,3,2,2,2,2,2,2,2, , , , , , , , , , ,1,2,1,2,2,2,1,2,1,1, , , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , , , , , , ,2,2,2,2,3,2,2, ,2, ,3,2,2,2, ,2,0,1,0,1,2, ,2,1,1,0, , , , , , , ,2,3,3,2,2,3,2,1,2,1,2,1,1,3,3,2,2,2,3,4,2,3,2,3,2,3, ,1,0,0,1, ,1,1,1, ,1,2, ,1,1,1,1,1,2,3, ,2,2,2,2,2, ,3, , , ,1,1,1,1,1,1, , , , , ,2,2,2,1,2,2,2,3,2,1,2,1,0,0,1,0,0,1, , ,3,3, , , , , ,2,2,2,3,2,1,1, ,0,1,0,1, ,3,3,2,2, , , , , , ,4,3, , ,2,1,1,1,3,5
.9278,2212,30,12,4,1,2,0,3,1,19,5,1,4,2,93,0,0,3,0,0,1,1,3, ,2, ,2,4,1, ,2, ,2,2,2,2, , ,2,2,2, , , ,2,2, , , , ,2, ,2,2,2,2, , ,2,2,2, , , ,2,2, , , , ,2,2, ,2,2,2, ,2,2, , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,2,3,3,3,3,2,3,0,1, , , , , ,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2, , ,2,2,2,2,2, ,0,1,0,1,2, ,2,1,1,0, , , , , , , ,2,3,3,3,3,3,2,2,2,2,2,2,1,3, , , , , , ,2,2,2,2,2,2, ,1,0,0,1, ,2,2,2, ,1,1, ,1,2,1,1,1,2,2, ,2,2,2,2,2, ,1, , , ,2,2,2,2,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,0,0,2, , ,2,2,2,2,2,2, , , , , , ,3, ,0,1,0,1, ,2,2,2,2,1,1,1,1,1,1,1,2, ,1, ,6,1,1,2,7
.6148,2213,54,13,4,1,2,1,2,1,16,1,1,2,1,46,0,0,2,0,0,1,1,5, ,1, ,2,4,2, ,1, , ,2, ,3,2, , , ,2, ,1,2,2,1,3, , , ,2, , ,3, ,2,3, , , ,1, ,2,2,4,3,3, , ,2, ,1,1, , ,1, ,2, , ,1, ,2,4,1,3,3,1,2,3,3,3,3,4,2,1,2,2,1,1,1,1,1,2,3,3,2,2,2,3,1,0,3,2,1,3,2,2,2,2,3,3, , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,2,1,1,1, ,1,2,2,2,1, , , , , , , , , , , , , , , , , , , ,3,3,1,1,2,1,1,1, , ,4,1,2,1,1, ,0,1,0,1,4, ,4,1,1,0, , , , , , , ,2,4,1,3,3,4,3,1,1,2,1,1,1,4,4,2,2,1,1,3,4,4,2,3,4,3, ,0,1,1,0,2, ,2,3, ,1,1,1, ,2,1,1,1,2,3,3, ,3,2,3,3,3, , , , ,2,3,2,2,1,2, , , , , ,2,3,2,1,1,2,2,3,1,1,1,2,1,0,0,1,0,0,1, , ,1,1,1,2,1,1, , , , , , ,3, ,0,1,0,1, ,2,2,2,1, , , , , , ,6,1,2, , ,1,1,1,1,2
.5535,2214,71,12,4,1,2,1,1,1,7,3,1,3,1,57,0,0,1,0,0,5,1,7, ,1, ,1,4,1,1, ,2, ,1,1, ,2, , ,1, ,1, ,2, ,1,2, , ,3, ,4, ,3,4, ,3, , ,3, ,4, ,3, ,4,3, , , ,1,1,2,2, , , , ,1, ,1,2, ,4,1,1,-1,2,2,3,2,3,1,4,1,1,4,4,2,1,2,1,1,1,4,4,1,2,4,2,1,0,1,1,1,1,1,1,1,1,2,2, , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1, , , , , , , , , , , , , , , , , , , ,3,-1,2,1,2,1,3, ,1, ,1,2,2,2,1, ,0,1,0,1,2, ,2,1,0,1,2,2,2,3,3,2,3,2,3,2,2,2,4,-1,1,1,1,1,-1,2,4,4,4,1,1,1,1, , , , , , , ,1,0,0,1, ,1,1,3, ,1,1, ,1,1,1,1,1,1,1, ,1,1,2,1,1,3, , , ,2,4,2,3,2,1,2, , , , , ,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,0, ,2, ,2,2,2,2,2,2, , , , , , ,3, ,0,1,0,1, ,1,1, ,1, , , , , , ,6,1,1, , ,1,1,1,1,1
.7875,2215,49,9,2,1,1,0,4,1,17,1,1,3,2,59,0,0,2,2,0,1,1,5, ,2, ,2,4,2,2, ,1,2, , ,2, , ,2,2, ,2, ,1, ,2, ,1, ,4, ,4,4, , ,4, , ,4,4, ,4, ,4, ,4, ,4, , , , , ,1,3, ,2, ,3,3,3, ,2,3,1,2,2,1,2,3,2,2,1,4,1,3,3,3,3,3,3,3,1,2,3,3,2,2,2,2,0,1, , , , , ,2,2,1,2,2,1,2,1,1,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,1,2,3,1, , , , , , , , , , , , , , ,2,1,1,1,1,1,1, ,1,1, ,1,2,2,1, ,0,1,0,1,4, ,4,2,1,0, , , , , , , , , , , , , ,3,2,1,2,2,2,1,4, , , , , , ,3,3,2,3,3,3, ,0,1,1,0,2, ,2,3, ,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,3, , , , ,2,1,1,1,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,1,0,0,1, , ,1,1,1,4,1,1, , , , , , ,1, ,0,1,0,1, ,2,2,1,3,2,1,1,1,1,1,5,1,2, , ,1,1,1,1,2
.8564,2216,32,10,3,1,1,1,2,1,16,6,1,4,2,93,0,0,2,0,0,1,1,3, ,1, ,1,4,1,2, ,3,1, , , , ,1,1, ,1,2,1, ,1, , ,2, ,2, ,2,3, , , , ,2,2, ,2,2,2, ,3, , ,3, ,1, , , , ,1, ,1,1,2, ,1, ,2,2,4,2,1,2,2,2,3,2,2,2,2,2,3,3,1,2,2,1,2,2,3,4,1,2,1,2,1,0,1,1,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,1,1,1,1,2,1,1,2,2,1, ,1,1,2,1,2, , , , , , , , , , , , , , , , , , , ,1,2,1,3,1,2,2, ,4,1, ,1,3,1, ,1,0,1,0,1,1, ,1,1,0,1,2,2,2,2,2,2,2,3,3,3,3,2,3,2,1,1,2,1,1,1,2,2,2,2,2,3,3, , , , , , , ,0,1,1,0,1, ,1,2, ,1,1,1, ,1,2,2,1,2,1,2, ,1,4,3,2,3, , , ,3,2,2,3,2,2,2, , , , , ,1,1,2,1,3,3,2,2,1,1,1,1,0,0,1,0,0,1, , ,2,2, ,2,3,3,4, , , , , , ,2, ,0,1,0,1, ,3,3, ,2, , , , , , ,2,2, ,1, ,6,1,1,2,7
1.2437,2217,27,13,4,1,1,1,2,3,9,6,1,3,1,52,0,0,2,0,0,1,1,3, ,2, ,2,4,2, ,3, , ,2,3,2, , , ,2,3, , ,3, ,3,3, ,3, ,2, , ,2,2,2, , , ,2,2, , ,2, ,2,2, ,2, ,2,1,1,2, , ,2, ,2, , , ,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,4,1,2,2,2,3,3,4,3,2,3,2,3,0,1, , , , , ,3,3,2,3,3, , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,2,1,2,2,2, ,1,1,2,1,2,2,2,3,2,2, , , , , , , , , , , , , , ,4,2,1,1,1,1,1,1, ,3, ,1,2,1, ,2,1,0,1,0,1,1, ,1,1,0, , , , , , , , , , , , , ,1,1,1,4,1,1,1,2,3,1,1,3,3,3,3,3,3,2,3,3, ,0,1,1,0,1, ,1,2, ,1,2, ,1,2,1,2,1,2,2, ,2,2,2,2,2, ,1, , ,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,1,0,0,1, , ,4,4, , , , , ,1,2,3,4,3,2,2, ,1,0,1,0,3, ,3, ,3, , , , , , ,3,2, ,2, ,6,1,2,2,6
.8327,2219,37,12,4,1,1,1,3,1,14,1,1,4,1,92,0,0,2,1,0,2,1,4, ,2, ,1,4,1,2, ,3,1, ,2, ,1,1, , ,2,2, , , , ,2, ,2,2, ,2,3, ,2, ,2,2, , ,1,2, , , , ,2, ,2, , ,1, ,2,1,1, , ,1, ,2, ,1,1,2,2,2,1,2,3,2,1,1,2,1,1,3,4,1,2,2,2,2,2,4,4,2,2,2,3,1,0,1,1,2,2,1,1,1,2,2,2, , , , , , , , , , ,1,1,1,1,2,1,1,1,1,1, , , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , , , , , , ,4,2,1,1,1,2,2,1, , ,4,1,2,2,3, ,0,1,0,1,2, ,2,1,0,1,2,3,1,1,2,2,2, , , , , , ,3,1,2,2,1,1,1,2, , , , , , , , , , , , , ,0,1,1,0,2, ,2,1, ,1,1, ,1,1,1,1,1,2,2, ,2,1,2,3,2,3, , , , ,2,2,2,2,1,1,2,2,2,3,2,1,1,3,1,2,2,3,2,1,1,1,1,0,1,0,0,1,0, ,1, ,1,1,1,1,3,1, , , , , , ,1, ,0,1,0,1, ,2,2,3,1,2,1,1,1,2,2,4,3, , ,3,6,1,1,3,4
.7151,2220,54,14,4,1,1,1,6,1,18,1,1,3,1,59,0,2,4,0,0,1,1,5, ,1, ,1,4,1, ,2,1, , , , ,2,1, , , , ,1,1,2,1,1, ,2, ,3,3, , , , ,3,3, , , , ,3,3,3,2,3, ,3, ,1, , , ,2, ,2,2,1,3, , ,2,4,1,2,2,2,1,3,3,2,1,3,1,1,3,2,2,2,2,2,1,2,3,3,2,2,2,2,0,1, , , , , ,2,2,3,2,2, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,1,1,1,1,1,3,1,1, , , , , , , , , , , , , , ,3,1,2,1,1,1,2, ,2,1, ,1,2,2,1, ,0,1,0,1,4, ,4,2,0,1,3,3,3,3,3,3,3, , , , , , ,3,2,1,2,3,3,2,4, , , , , , , , , , , , , ,0,1,1,0,2, ,2,3, ,1,1,1, ,1,1,2,1,1,1,1, ,1,1,2,1,3, , , ,1,2,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,1,0,0,1, , ,1,1,1,1,1,1, , , , , , ,3, ,1,0,1,0,2, ,2, ,2,2,1,1,1,1,2,7,1,1, , ,1,1,1,1,1
